Carga,Placa,Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Endereço de Entrega,Bairro de Entrega,Cidade de Entrega,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Veiculo,Data Roteirizacao
,FTY6B82,3728023,179074,K.R DE OLIVEIRA ALIMENTOS,Nenhum,"Rua Ruy Manoel Sampaio Seabra Pereira, 95",Quietude,Praia Grande,13,260,-24.0154988,-46.4797105,78,2025-04-17 12:55:48
,FTY6B82,3728430,189705,ALINE SOARES DOS SANTOS SILVA,Nenhum,"Rua DEZENOVE, 33057",Quietude,Praia Grande,25,490,-24.00583,-46.40278,78,2025-04-17 12:55:48
,FTY6B82,3728242,202067,ROGERIO AURICHIO 27486639858,Nenhum,"Rua AFONSO CHAVES, 1083",Cidade Ocian,Praia Grande,15,295,-24.00583,-46.40278,78,2025-04-17 12:55:48
,FTY6B82,3727771,202974,TANIA M. CUTOLO LTDA,Nenhum,"Avenida MARIA CAVALCANTE DA SILVA, 538",Jardim Samambaia,Praia Grande,11,215,-24.00583,-46.40278,78,2025-04-17 12:55:48
,FTY6B82,3728013,161281,JOSÉ ALESSON SILVA DE JESUS MINIMERCADO,Nenhum,"Avenida São Jorge, 923",Vila Mirim,Praia Grande,10,200,-24.00583,-46.40278,78,2025-04-17 12:55:48
,FTY6B82,3728028,215300,MERCADO MFM LTDA,Nenhum,"Rua AURINO PEREIRA BARBOSA, 19528",JARDIM ANHANGUERA,Praia Grande,6,120,-24.00583,-46.40278,78,2025-04-17 12:55:48
,FTY6B82,3728027,212437,MINIMERCADO PEGPAG LTDA,Nenhum,"Rua JARDEL FILHO, 125",JAPUI,São Vicente,4,80,-23.989401,-46.3929296,78,2025-04-17 12:55:48
,FTY6B82,3728116,206217,ATALAIA COMERCIO ATACADISTA DE PRODUTOS ,Nenhum,"Avenida SAO PAULO, 11",Vila Ponte Nova,São Vicente,49,980,-23.96306,-46.39194,78,2025-04-17 12:55:48
,FTY6B82,3728114,186480,SUPERMERCADO IRMÃOS COSTA LTDA,Nenhum,"Rua ODAIR MULLER DE AZEVEDO MARQUES, 161",Vila Margarida,São Vicente,26,520,-23.96306,-46.39194,78,2025-04-17 12:55:48
,FTY6B82,3728422,11053,MINIMERCADO E PADARIA ALMEIDA LTDA ME,Nenhum,"Rua Flaminio Levy, 11",Saboó,Santos,10,200,-23.9330201,-46.3488733,78,2025-04-17 12:55:48
,FTY6B82,3727716,177927,RESTAURANTE E BAR MACEDO`S LTDA,Nenhum,"Rua Duque de Caxias, 21",Campo Grande,Santos,19,380,-23.9599623,-46.3415268,78,2025-04-17 12:55:48
,FTY6B82,3727880,959,CASAS DE MASSAS E DOCES LUIGI LTDA - EPP,Nenhum,"Rua OSVALDO COCRANE, 60",Embaré,Santos,4,80,-23.96083,-46.33361,78,2025-04-17 12:55:48
,FTY6B82,3728064,215580,SANCHI INDUSTRIA & LABORATORIO LTDA,Nenhum,"Rua BENJAMIN CONSTANT, 116",EMBARE,Santos,3,60,-23.9705001,-46.3165928,78,2025-04-17 12:55:48
,FTY6B82,3728068,13060,SUPERMERCADO VARANDAS LTDA,Rede Litoral,"Rua ALEXANDRE MARTINS, 125",Aparecida,Santos,17,340,-23.9706908,-46.3055,78,2025-04-17 12:55:48
,FTY6B82,3727991,204546,PRAIA DIVINA RESTAURANTE LTDA,Divino Fogão,"Rua ALEXANDRE MARTINS, 80",Aparecida,Santos,10,200,-23.9778305,-46.3087111,78,2025-04-17 12:55:48
,FTY6B82,3728186,6708,G.M.OMINE QUITANDÃO LTDA -  EPP,Nenhum,"Rua BANDEIRANTES, 605",João B.Julião,Guarujá,10,200,-23.99306,-46.25639,78,2025-04-17 12:55:48
,FTY6B82,3728185,200752,VIVIANE C.QUIRINO SANTOS,Nenhum,"Rua PARTICULAR UM (PEDREIRA), 3043",Enseada,Guarujá,7,140,-23.99306,-46.25639,78,2025-04-17 12:55:48
,FTY6B82,3727959,13947,RESTAURANTE BAMBUZAL LTDA-EPP,Nenhum,"Rua CAV NAMI JAFET, 145",Centro,Guarujá,4,80,-23.99306,-46.25639,78,2025-04-17 12:55:48
,FTY6B82,3728459,199507,CENTRO DE DISTRBUIÇÃO REDE KRILL LTDA,Krill,"Avenida APROVADA 294, 775",Boraceia,Bertioga,19,360,-23.85444,-46.13861,78,2025-04-17 12:55:48
,FTY6B82,3727985,187110,SUPERMERCADO HIROTA LTDA,Hirota,"Rua TERESINA, 319",Vila Bertioga,São Paulo,12,240,-23.85444,-46.13861,78,2025-04-17 12:55:48
,FTY6B82,3727951,204952,I. D. TSUNEMATSU MINIMERCADO,Nenhum,"Rua APROVADA, 195",CHACARAS,Bertioga,10,200,-23.85444,-46.13861,78,2025-04-17 12:55:48
,FTY6B82,3728457,199511,CENTRO DE DISTRIB. REDE KRILL LTDA,Krill,"Avenida ANCHIETA, 2300",ALBATROZ,Bertioga,7,105,-23.8376018,-46.1298621,78,2025-04-17 12:55:48
,FTY6B82,3728458,203979,REDE KRILL SUPERMERCADOS LTDA,Krill,"Estrada DO CASCALHO, 415",BOICUCANGA,São Sebastião,22,405,-23.7787433,-45.6144153,78,2025-04-17 12:55:48
,FTY6B82,3728393,167082,MERCADINHO PIRATININGA DE GENEROS ALIMEN,Piratininga,"Avenida JOSÉ HERCULANO, 7040",Porto Novo,Caraguatatuba,17,330,-23.6946544,-45.4422191,78,2025-04-17 12:55:48
,FTY6B82,3728424,10386,MERCADINHO PIRATININGA LTDA,Piratininga,"Avenida SÃO JOSE DOS CAMPOS, 262",Centro,Paraibuna,26,520,-23.3831094,-45.6650429,78,2025-04-17 12:55:48
,FTY6B82,3727940,191088,MERCADO DF SANTO ANTONIO LTDA,Nenhum,"Rua SANTO ANTONIO, 489",Bela Vista,São Paulo,13,260,-23.3731639,-45.6717908,78,2025-04-17 12:55:48
,FTY6B82,3728384,194175,MINA VALE COMERCIO DE CARNES LTDA,Rede Nobreza,"Rua CARLOS NUNES DE PAULA, 1944",Jardim Colonial,São José dos Campos,9,180,-23.2827613,-45.8936668,78,2025-04-17 12:55:48
,FTY6B82,3727759,204172,CHICKEN & BEER SÃO JOSE DOS CAMPOS LTDA,Nenhum,"Avenida JOAO BATISTA DE SOUZA SOARES, 2185",JARDIM AMERICA,São José dos Campos,9,180,-23.250287,-45.9084156,78,2025-04-17 12:55:48
,FTY6B82,3728392,1602,COM. PRODS. ALIMENT. PIRATININGA LTDA.,Piratininga,"Avenida CASSIOPEIA, 591",Jardim Satelite,São José dos Campos,21,420,-23.2298571,-45.8861203,78,2025-04-17 12:55:48
,FTY6B82,3728383,194149,CENTER VALE COMERCIO DE CARNES LTDA,Rede Nobreza,"Avenida ANDROMEDA, 1710",Jardim Satelite,São José dos Campos,7,140,-23.2199833,-45.8916163,78,2025-04-17 12:55:48
,FTY6B82,3727914,199306,JARDIM SATELITE HORTIFRUTI LTDA,Rede Sitio Verde,"Avenida ANDROMEDA, 2811",Jardim Satelite,São José dos Campos,11,205,-23.2199833,-45.8916163,78,2025-04-17 12:55:48
,FTY6B82,3728382,194776,FREE VALE COM.CARNES DERIVADOS LTDA,Rede Nobreza,"Avenida SANTOS DUMONT, 54",Jardim Paulista,São José dos Campos,6,120,-23.1905011,-45.874648,78,2025-04-17 12:55:48
,FTY6B82,3726760,1033,GENERAL MOTORS DO BRASIL LTDA,GM,"Avenida General Motors, 1959",Distr.Industrial,São José dos Campos,65,1300,-23.17944,-45.88694,78,2025-04-17 12:55:48
,FTY6B82,3728398,940,MERCADINHO PIRATININGA LTDA,Piratininga,"Rua ITORORÓ, 74",Jd. Paulista,São José dos Campos,24,470,-23.17944,-45.88694,78,2025-04-17 12:55:48
,FTY6B82,3728085,206576,NUMBER TWO COM. DE ALIMENTOS LTDA,Nenhum,"Avenida SAO JOAO, 2555",JARDIM DAS COLINAS,São José dos Campos,9,180,-23.17944,-45.88694,78,2025-04-17 12:55:48
,FTY6B82,3728385,194147,LOOK VALE COMERCIO DE CARNES LTDA,Rede Nobreza,"Avenida JOSEFINA POZZI BONDESAN, 303",JARDIM CASTANHEIRA,São José dos Campos,5,100,-23.17944,-45.88694,78,2025-04-17 12:55:48
,FTY6B82,3728014,192945,YAGO HORTIFRUTI EIRELI - EPP,Rede Sitio Verde,"Avenida CASSIANO RICARDO, 401",Pq. Residencial Aquarius,São José dos Campos,11,215,-23.2151956,-45.9095268,78,2025-04-17 12:55:48
,FTY6B82,3728387,207755,MARIA DAS DORES SILVA RESTAURANTE,Nenhum,"Rua SETE LAGOS, 190",CHACARAS REUNIDAS,São José dos Campos,3,60,-23.2541491,-45.9313672,78,2025-04-17 12:55:48
,FTY6B82,3728052,203367,JARDIM SATELITE HORTIFRUTI LTDA,Rede Sitio Verde,"Avenida DAS LETRAS, 659",LOT. VILLA BRANCA,Jacareí,2,40,-23.30528,-45.96583,78,2025-04-17 12:55:48
,FTY6B82,3728091,215379,COMERCIAL ESPERANCA ATACADISTA IMPORTACA,Rede Esperança,"Avenida RICIERI JOSE MARCATTO, 510",Vila Suissa,Mogi das Cruzes,45,900,-23.5021636,-46.1623543,78,2025-04-17 12:55:48
,FTY6B82,3728406,177805,IVANILDE GOMES DIAS ME,Nenhum,"Rua ROSEIRA, 35",PARQUE RECANTO MONICA,Mogi das Cruzes,21,420,-23.52278,-46.18833,78,2025-04-17 12:55:48
,FTY6B82,3727702,10961,PAULO YOSHIKIYO YAMAMOTO - ME,Nenhum,"Avenida JOÃO XXIII, 3554","Jd, São Pedro",Mogi das Cruzes,15,300,-23.52278,-46.18833,78,2025-04-17 12:55:48
,FTY6B82,3727769,1963,AVICOLA E.J.C.LTDA,Nenhum,"Rua CORONEL SOUZA FRANCO, 440",Centro,Mogi das Cruzes,8,155,-23.5225229,-46.1953813,78,2025-04-17 12:55:48
,FTY6B82,3728359,213909,ROSELI K. F. PELINCEL,Nenhum,"Rua MUSSI JORGE ANTONIO, 314",JARDIM AMAZONAS,Suzano,15,300,-23.6483044,-46.3141634,78,2025-04-17 12:55:48
,FTY6B82,3728407,199362,SUPERMERCADO FAMILIA LIMA EIRELI,Nenhum,"Rua PATAGONIA, 580",QUARTA DIVISAO,Ribeirão Pires,5,100,-23.6594892,-46.370775,78,2025-04-17 12:55:48
,FTY6B82,3727756,12155,CASA DE CARNES TIBURCIO DOS SANTOS LTDA,Nenhum,"Avenida Jean Lieutaud, 76",Jd. Santa Tereza,Rio Grande da Serra,11,195,-23.74417,-46.39833,78,2025-04-17 12:55:48
,FTY6B82,3727757,12765,ZELINDA VICENTE DOS SANTOS AÇOUGUE- ME,Nenhum,"Rua PREF. CARLOS JOE CARLSON, 40",Centro,Rio Grande da Serra,5,90,-23.74417,-46.39833,78,2025-04-17 12:55:48
,FTY6B82,3728401,194036,SUPERMERCADO FAMILIA LIMA EIRELI,Nenhum,"Avenida MIRO ATILIO PEDUZZI (4 A DIVISAO), 412",TANQUE CAIO,Ribeirão Pires,10,200,-23.71056,-46.41333,78,2025-04-17 12:55:48
,FTY6B82,3728376,203609,5M COM.ATACADISTA E VAREJ.ALIM.LTDA,Pedreira,"Avenida PAPA JOAO XXIII, 555",LOTEAMENTO INDL CORAL,Mauá,16,320,-23.66778,-46.46139,78,2025-04-17 12:55:48
,FTY6B82,3728408,203820,SUPERMERCADO FAMILIA LIMA EIRELI,Nenhum,"Avenida DONA BENEDITA FRANCA DA VEIGA, 2464",ST BELA VISTA,Mauá,10,200,-23.6490813,-46.4208808,78,2025-04-17 12:55:48
,FTY6B82,3728251,213654,CENTRAL DE CARNES ETELVINA LTDA,Nenhum,"Avenida METALURGICOS, DOS, 2193",Cidade Tiradentes,São Paulo,12,240,-23.6022211,-46.3984506,78,2025-04-17 12:55:48
,FTY6B82,3728274,211053,SUPERMERCADO TRIALBA LTDA,Negreiros,"Avenida RAGUEB CHOHFI, 4831",Jardim Iguatemi,São Paulo,58,1155,-23.5944434,-46.4386057,78,2025-04-17 12:55:48
,FTY6B82,3728332,201663,SH COMERCIO DE CARNES LTDA,Nenhum,"Avenida MARIA CURSI, 405",Cidade São Mateus,São Paulo,6,120,-23.60583,-46.47889,78,2025-04-17 12:55:48
,FTY6B82,3728111,206394,BOUTIQUE DE CARNES SAO RAFAEL LTDA,Nenhum,"Avenida BARONESA DE MURITIBA, 138",PARQUE SAO RAFAEL,São Paulo,7,140,-23.6260894,-46.4706679,78,2025-04-17 12:55:48
,FTY6B82,3728208,204352,ANDRE LUIZ BERTOLDO PAVESI,Nenhum,"Avenida NACOES, DAS, 1600",PARQUE NOVO ORATORIO,Santo André,5,100,-23.6408129,-46.4989662,78,2025-04-17 12:55:48
,FTY6B82,3727743,204283,FAZENDA ABC FOOD LTDA,Divino Fogão,"Avenida PEREIRA BARRETO, 42",PARAISO,Santo André,5,100,-23.6677389,-46.5334051,78,2025-04-17 12:55:48
,FTY6B82,3728151,203738,DAKOTA COMERCIO DE CARNES LTDA,REDE TEXAS,"Rua DOS VIANAS, 2781",Baeta Neves,São Bernardo do Campo,10,200,-23.707437,-46.5279233,78,2025-04-17 12:55:48
,FTY6B82,3728372,201350,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,"Avenida MARIA SERVIDEI DEMARCHI, 1911",Demarchi,São Bernardo do Campo,10,200,-23.7410206,-46.5549895,78,2025-04-17 12:55:48
,FTY6B82,3728362,192430,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,"Rua ALFERES BONILHA, 90",Centro,São Bernardo do Campo,12,240,-23.7147097,-46.5505715,78,2025-04-17 12:55:48
,FTY6B82,3728055,190212,SUPERMERCADO HIROTA LTDA,Hirota,"Rua RUA AMÉRICO BRASILIENSE, 526",Centro,São Bernardo do Campo,4,80,-23.7130778,-46.5475538,78,2025-04-17 12:55:48
,FTY6B82,3728448,206683,CASA DE CARNES E ROTISSERIA SAO CRISTOVA,Nenhum,"Rua DJALMA DUTRA, 34",Centro,São Bernardo do Campo,24,480,-23.7037085,-46.5544754,78,2025-04-17 12:55:48
,FTY6B82,3728373,203587,5M COM.ATACADISTA E VAREJ.ALIM.LTDA,Pedreira,"Avenida PEREIRA BARRETO, 1095",Vila Baeta Neves ,São Bernardo do Campo,8,160,-23.6883817,-46.5483089,78,2025-04-17 12:55:48
,FTY6B82,3728190,215102,PMV GRELHADOS LTDA,Nenhum,"Rua ATLANTICA, 230",Jardim do Mar,São Bernardo do Campo,16,320,-23.6910052,-46.5552196,78,2025-04-17 12:55:48
,FTY6B82,3728182,12119,SUPERMERCADO FLAQUER LTDA.,Arcos,"Avenida SENADOR FLAQUER, 862",Vila Euclides,São Bernardo do Campo,24,465,-23.6927638,-46.5586558,78,2025-04-17 12:55:48
,FTY6B82,3728395,177846,MERCADINHO SANBELAR LTDA -  ME,Nenhum,"Rua Lazara de Oliveira Leite, 371",Vila Jerusalém,São Bernardo do Campo,7,135,-23.69389,-46.565,78,2025-04-17 12:55:48
,FTY6B82,3727918,194774,SENSAÇÃO SERV.REPOSIÇÃO EST.EIRELI EPP,Nenhum,"Estrada DOS CAMPONESES (JD ICARAI), 18",DOS FINCO,São Bernardo do Campo,12,230,-23.69389,-46.565,78,2025-04-17 12:55:48
,FTY6B82,3728008,211174,AURILEI PRATES SILVA LTDA,Nenhum,"Estrada HENRIQUE ROSA, 670",FINCO (JD TUPA),São Bernardo do Campo,12,240,-23.69389,-46.565,78,2025-04-17 12:55:48
,FTY6B82,3728351,189767,5M COM.ATAC.E VAREJISTA DE ALIEMNTOS LTD,Pedreira,"Avenida HUMBERTO ALENCAR CASTELO BRANCO, 3120",ALVEZ DIAS,São Bernardo do Campo,22,440,-23.69389,-46.565,78,2025-04-17 12:55:48
,FTY6B82,3728097,210852,ACOUGUE QUILO E GRAMA LTDA,Nenhum,"Avenida PRESIDENTE JUSCELINO, 333",Piraporinha,Diadema,8,160,-23.6830194,-46.5922176,78,2025-04-17 12:55:48
,FTY6B82,3727917,200751,CENTER CARNES SELECT LTDA,Nenhum,"Rua SANTA BERNADETE, 344",Canhema,Diadema,13,260,-23.6728106,-46.6037944,78,2025-04-17 12:55:48
,FTY6B82,3728010,191876,PANIFICADORA E CONF.FILIANNA LTDA,Nenhum,"Rua MMDC, 546",PAULICEIA,São Bernardo do Campo,10,200,-23.6747014,-46.5915321,78,2025-04-17 12:55:48
,FTY6B82,3728347,213477,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,"Avenida CAMINHO DO MAR, 2130",Rudge Ramos,São Bernardo do Campo,6,120,-23.6681902,-46.5678122,78,2025-04-17 12:55:48
,FTY6B82,3728377,214799,5M COM. ATACADISTA E VAREJISTA ALIMENTOS,Pedreira,"Avenida SENADOR VERGUEIRO, 4527",Rudge Ramos,São Bernardo do Campo,4,80,-23.6609622,-46.5655105,78,2025-04-17 12:55:48
,FTY6B82,3728079,194779,APARECIDO SERAFIM DA SILVA - ME,Nenhum,"Rua ROSARIA, 213",Vila Sacadura Cabral,Santo André,8,160,-23.6547393,-46.5561484,78,2025-04-17 12:55:48
,FTY6B82,3727843,204270,PEG PESE SUP. IMPORTAÇÃO E EXP. LTDA,Peg Pese,"Rua QUATA, S/N",Vila Palmares,Santo André,6,120,-23.6512228,-46.5596122,78,2025-04-17 12:55:48
,FTY6B82,3728364,192537,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,"Avenida PALMARES, 1000",Vila Palmares,Santo André,15,300,-23.6498196,-46.5614199,78,2025-04-17 12:55:48
,FTY6B82,3728333,200029,SPADÃO - DISTR.DE FRIOS E LATICINIOS LTD,Nenhum,"Alameda CASSAQUERA, 575",Santa Maria,São Caetano do Sul,50,1000,-23.6281114,-46.5537109,78,2025-04-17 12:55:48
,FTY6B82,3727714,193672,PANIFICADORA LINDO PÃO LTDA - EPP,Nenhum,"Rua VOTORANTIM, 311",Barcelona,São Caetano do Sul,5,100,-23.6191958,-46.5520096,78,2025-04-17 12:55:48
,FTY6B82,3727434,213650,SOBERANA SERVICOS DE REFEICAO E COMERCIO,Nenhum,"Rua SAO PAULO, 1840",Santa Paula,São Caetano do Sul,3,60,-23.6222179,-46.5634275,78,2025-04-17 12:55:48
,FTY6B82,3727999,203758,ALTO DORO - ALIMENTACAO LTDA,Nenhum,"Avenida SENADOR ROBERTO SIMONSEN, 1285",CERAMICA,São Caetano do Sul,5,100,-23.6245295,-46.5750235,78,2025-04-17 12:55:48
,FTY6B82,3727807,204310,SEU TEMPERO RESTAURANTE EIRELI,Divino Fogão,"Alameda TERRACOTA, 545",CERAMICA,São Caetano do Sul,4,80,-23.6265706,-46.5808031,78,2025-04-17 12:55:48
,FTY6B82,3728375,203630,5M COM.ATACADISTA E VAREJ.ALIM.LTDA,Pedreira,"Rua SALVADOR PIRES DE LIMA, 542",Sacoma,São Paulo,8,160,-23.6140251,-46.5955731,78,2025-04-17 12:55:48
,FTY6B82,3728283,211950,HELP FOODS LTDA,Nenhum,"Rua CORONEL FRANCISCO INACIO, 96",Vila Moinho Velho,São Paulo,25,500,-23.6098521,-46.6010986,78,2025-04-17 12:55:48
,FTY6B82,3728159,207056,SUPERMERCADO HIP CARIOCA LTDA,Nenhum,"Rua ALVARO DO VALE, 412",Ipiranga,São Paulo,11,220,-23.6013383,-46.5935479,78,2025-04-17 12:55:48
,FTY6B82,3728412,5253,SUPERMERCADO YAMAUCHI LTDA,Yamauchi,"Rua MANAIAS, 245",Vila Zelina,São Paulo,4,75,-23.5893222,-46.5760476,78,2025-04-17 12:55:48
,FTY6B82,3728285,6181,GERSON ORTEGA FEIRANTE ME,Nenhum,"Rua Secundino Domingues, 70",Vila Prudente,São Paulo,21,415,-23.58845,-46.5798,78,2025-04-17 12:55:48
,FTY6B82,3728413,13931,SUPER MERCADO YAMAUCHI LTDA,Yamauchi,"Rua JOSE ZAPPI, 57",Vila Prudente,São Paulo,6,115,-23.5806907,-46.5855316,78,2025-04-17 12:55:48
,FTY6B82,3728045,215522,COMERCIAL OSWALDO CRUZ LIMITADA,Osvaldo Cruz,"Rua CANUTO SARAIVA, 540",Mooca,São Paulo,33,605,-23.5634272,-46.6017851,78,2025-04-17 12:55:48
,FTY6B82,3728184,168881,EMPORIUM HITOMIX LTDA,Nenhum,"Rua José Getulio, 142",Liberdade,São Paulo,10,200,-23.5672233,-46.6360806,78,2025-04-17 12:55:48
,FTY6B82,3727962,212972,MAKTUB FAST FOOD LTDA,Divino Fogão,"Avenida PAULISTA, 2064",Bela Vista,São Paulo,7,140,-23.5698798,-46.6459798,78,2025-04-17 12:55:48
,FTY6B82,3727804,204033,TOP FAZENDA RESTAURANTE LTDA,Divino Fogão,"Avenida PAULISTA, 854",Bela Vista,São Paulo,7,140,-23.5656701,-46.6507273,78,2025-04-17 12:55:48
,FTY6B82,3727984,188402,SUPERMERCADO HIROTA LTDA,Hirota,"Rua ABILIO SOARES, 981",Paraíso,São Paulo,8,160,-23.5770961,-46.6504672,78,2025-04-17 12:55:48
,FTY6B82,3728456,7919,SUPERMERCADOS YAYA LTDA.,Nenhum,"Rua TUTÓIA, 430",Paraíso,São Paulo,14,280,-23.5783097,-46.6510606,78,2025-04-17 12:55:48
,FTY6B82,3728061,214153,KISMI RESTAURANTE LTDA,Nenhum,"Alameda JOAQUIM EUGENIO DE LIMA, 1682",Jardim Paulista,São Paulo,5,100,-23.5740007,-46.658657,78,2025-04-17 12:55:48
,FTY6B82,3728213,213493,CASA DE LANCHES NEW DOG LTDA,Nenhum,"Rua JOAQUIM FLORIANO, 254",Itaim Bibi,São Paulo,6,120,-23.5838463,-46.672325,78,2025-04-17 12:55:48
,FTY6B82,3727978,200003,METTA RESTAURANTE EIRELI,Nenhum,"Rua PAIS DE ARAUJO, 119",Itaim Bibi,São Paulo,6,120,-23.5836031,-46.6812825,78,2025-04-17 12:55:48
,FTY6B82,3727779,5862,RESTAURANTE HI PIN SHAN LTDA,Nenhum,"Rua Dr.Ivo Define Frasca, 95/99",Vila Olímpia,São Paulo,12,240,-23.593873,-46.6738906,78,2025-04-17 12:55:48
,FTY6B82,3727899,192566,SUPERMERCADO MAMBO LTDA,Mambo,"Rua CANARIO, 390",INDIANOPOLIS,São Paulo,20,400,-23.5996044,-46.6653552,78,2025-04-17 12:55:48
,FTY6B82,3728095,190071,NILTON & FILHO AÇOUGUE LTDA,Nenhum,"Avenida JURUCE, 575",Indianópolis,São Paulo,7,140,-23.6098536,-46.6606524,78,2025-04-17 12:55:48
,FTY6B82,3728084,209573,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,"Rua LUIS GOIS, 1877",MIRANDOPOLIS,São Paulo,12,230,-23.6040646,-46.6460655,78,2025-04-17 12:55:48
,FTY6B82,3728234,211559,TMJ ALIMENTOS LTDA,Nenhum,"Rua DOUTOR BACELAR, 1231",Vila Clementino,São Paulo,6,120,-23.596051,-46.647796,78,2025-04-17 12:55:48
,FTY6B82,3727805,205573,SANTA FOOD LTDA,Divino Fogão,"Rua DOMINGOS DE MORAIS, 2564",Vila Mariana,São Paulo,4,80,-23.5990047,-46.6369432,78,2025-04-17 12:55:48
,FTY6B82,3727826,38,DIAS PASTORINHO S/A COMERC.E INDUSTRIA,Dias Pastorinho,"Rua DOMINGOS DE MORAIS, 1999",Vila Mariana,São Paulo,16,315,-23.593603,-46.6360456,78,2025-04-17 12:55:48
,FTY6B82,3728160,13327,CASA CARNES FLOR DA VILA MARIANA LTDA,Nenhum,"Rua DOMINGOS DE MORAIS, 286",Vila Mariana,São Paulo,23,460,-23.5796817,-46.6404127,78,2025-04-17 12:55:48
,FTY6B82,3727788,11559,GARDINI & GARDINI MERCEARIA E EMPORIO LT,Nenhum,"Avenida ARMANDO FERRENTINI, 406",Aclimação,São Paulo,14,280,-23.5746722,-46.6351096,78,2025-04-17 12:55:48
,FTY6B82,3727417,14319,CASA DE CARNES COMERCY LTDA ME,Nenhum,"Avenida LINS DE VASCONCELOS, 73",Cambuci,São Paulo,9,175,-23.5734968,-46.6229475,78,2025-04-17 12:55:48
,FTY6B82,3727744,192193,SUPERMERCADO HIROTA LTDA,Nenhum,"Rua GASPAR FERNANDES, 416",Vila Monumento,São Paulo,8,160,-23.5752879,-46.6161175,78,2025-04-17 12:55:48
,FTY6B82,3727982,188398,SUPERMERCADO HIROTA LTDA,Hirota,"Rua GASPAR FERNANDES, 416",Vila Monumento,São Paulo,16,320,-23.5752879,-46.6161175,78,2025-04-17 12:55:48
,FTY6B82,3727983,188401,SUPERMERCADO HIROTA LTDA,Hirota,"Avenida NAZARE, 1299",Ipiranga,São Paulo,10,200,-23.5954603,-46.6097547,78,2025-04-17 12:55:48
,FTY6B82,3727986,191541,SUP. HIROTA LTDA,Hirota,"Rua VIGARIO ALBERNAZ, 695",Vila Gumercindo,São Paulo,7,140,-23.6067941,-46.6214627,78,2025-04-17 12:55:48
,FTY6B82,3727627,14321,CASA DE CARNES E ROTISSERIE BOTTINI MEAT,Nenhum,"Rua General Chagas Santos, 815",Vila da Saúde,São Paulo,6,120,-23.6165734,-46.6288974,78,2025-04-17 12:55:48
,FTY6B82,3727755,209275,GIDELMA TEIXEIRA DA SILVA LACERDA,Nenhum,"Rua DOM VILARES, 1700",Vila das Merces,São Paulo,8,155,-23.6243148,-46.605193,78,2025-04-17 12:55:48
,FTY6B82,3728282,186824,DIBON SUPERMERCADO LTDA,Nenhum,"Avenida Padre Arlindo Vieira, 3255",Sacoma,São Paulo,6,120,-23.6468753,-46.6108506,78,2025-04-17 12:55:48
,FTY6B82,3727628,208470,CASA DE CARNES SAO FERNANDO LTDA,Nenhum,"Avenida CARLOS LIVIERO, 942",Vila Liviero,São Paulo,11,206,-23.6441482,-46.5916661,78,2025-04-17 12:55:48
,FTY6B82,3727839,12538,PEG PESE SUP.IMPORTAÇÃO E EXP LTDA,Peg Pese,"Avenida DO TABOAO, 3841",Taboão,São Bernardo do Campo,7,140,-23.65265,-46.5912574,78,2025-04-17 12:55:48
,FTY6B82,3728379,214054,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,"Avenida AVENIDA DO TABOAO, 3611",TABOAO,São Bernardo do Campo,6,120,-23.6614734,-46.6050536,78,2025-04-17 12:55:48
,FTY6B82,3728367,198285,5M COMERCIO ATAC.E VAREJISTA DE ALIM.LTD,Pedreira,"Rua EUGENIA SA VITALE, 111",Vila Santa Luzia,São Bernardo do Campo,15,300,-23.6596337,-46.6109574,78,2025-04-17 12:55:48
,FTY6B82,3728303,751,AVICOLA E MERCEARIA MARIZ LTDA,Nenhum,"Avenida BRASILIA, 581",Campanário,Diadema,5,90,-23.6682373,-46.6185895,78,2025-04-17 12:55:48
,FTY6B82,3728405,213476,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,"Avenida ANTONIO SYLVIO CUNHA BUENO, 386",JARDIM UNIAO,Diadema,5,100,-23.68611,-46.62278,78,2025-04-17 12:55:48
,FTY6B82,3728001,2606,SUPERVAREJÃO SAÚDE LTDA.,Varejao Saude,"Avenida BRASILIA, 887",Jd.Campanario,Diadema,6,115,-23.68611,-46.62278,78,2025-04-17 12:55:48
,FTY6B82,3728269,208944,MINI MERCADO HJ LTDA,Nenhum,"Rua PAINEIRAS, 9",Eldorado,Diadema,15,300,-23.68611,-46.62278,78,2025-04-17 12:55:48
,FTY6B82,3728365,196714,5M COM.ATAC.VAREJISTA DE ALIMENTOS LTDA,Pedreira,"Rua AFONSO MONTEIRO DA CRUZ, 1150",Serraria,Diadema,17,340,-23.68611,-46.62278,78,2025-04-17 12:55:48
,FTY6B82,3728076,10507,SUP VILA RICA PLUS LTDA,Arcos,"Rua LUIZ DE VASCONCELOS (JD MARILENE), 127",Vila Nogueira,Diadema,34,665,-23.68611,-46.62278,78,2025-04-17 12:55:48
