Carga,Placa,Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Endereço de Entrega,Bairro de Entrega,Cidade de Entrega,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Veiculo,Data Roteirizacao
,FTY6B82,3728110,12821,FAZENDA MISTA FLAMBOIÃ,Venda de Farinha e Oleo,"Rodovia João Melão - km 221,80, s/nº",Santo Antonio do Aterradinho,Botucatu,1400,14000,-6.31056,-35.47889,78,2025-04-17 12:55:48
,FTY6B82,3728453,204435,PONTO DA CARNE MF LTDA,Nenhum,"Avenida MINISTRO LAUDO FERREIRA DE CAMARGO, 190",Jardim Peri Peri,São Paulo,5,100,-7.60333,-43.02556,78,2025-04-17 12:55:48
,FTY6B82,3728126,1083,CASA DE CARNES INFANTE LTDA - EPP,Nenhum,"Rua Professor Acacio de Vasconcelos de Camar, 481",Sao Luis,Itu,7,140,-2.52972,-44.30278,78,2025-04-17 12:55:48
,FTY6B82,3727945,203948,IRMÃOS BOA LTDA,Irmãos Boa,"Avenida BENEDITO CASTILHO DE ANDRADE, 1300",Parque Residencial Eloy Chaves,Jundiaí,8,160,-0.06289,-49.64787,78,2025-04-17 12:55:48
,FTY6B82,3727893,209371,SUPERMERCADOS MAMBO LTDA.,Mambo,"Avenida YOJIRO TAKAOKA, 4630",ALPHAVILLE - CENTRO DE APOIO I,Santana de Parnaíba,18,350,-0.05833,-51.18167,78,2025-04-17 12:55:48
,FTY6B82,3727752,12257,CASA DE CARNES JR GIMENEZ LTDA ME.,Nenhum,"Avenida ELISEO CORDEIRO DE SIQUEIRA, 961/963",Jardim Santo Elias,São Paulo,11,220,-7.76667,-72.6,78,2025-04-17 12:55:48
,FTY6B82,3727897,203795,MARCIA REGINA F.NICOLETTI 11585459836,Nenhum,"Avenida DOUTOR JOAO BATISTA SOARES DE QUEIROZ JU, 398",JARDIM DAS INDUSTRIAS,São José dos Campos,5,100,-21.48028,-56.13806,78,2025-04-17 12:55:48
,FTY6B82,3728088,12477,CASA DE CARNES NOVA FARACO LTDA ME.,Nenhum,"Rua DOMINGOS ROSALIA, 15",Jardim São Jorge,São Paulo,14,265,-22.11667,-51.56667,78,2025-04-17 12:55:48
,FTY6B82,3728177,197022,CASA DE CARNES JDS LTDA,Nenhum,"Rua JOAO PINTO DE OLIVEIRA, 489",Jardim Guarani,São Paulo,25,500,-21.66667,-50.88333,78,2025-04-17 12:55:48
,FTY6B82,3728065,203027,BEEF LOJA LTDA,Nenhum,"Avenida DOUTOR CANDIDO MOTTA FILHO, 176",CIDADE SAO FRANCISCO,São Paulo,14,270,-20.36457,-50.67463,78,2025-04-17 12:55:48
,FTY6B82,3728015,178836,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,"Avenida PADRE ANTÔNIO JOSÉ DOS SANTOS, 296",Cidade Monções,São Paulo,11,220,-20.85028,-50.09167,78,2025-04-17 12:55:48
,FTY6B82,3728237,203907,PBC MERCEARIA E CONVENIENCIA LTDA,Nenhum,"Rua JOSE ANTONIO DE CAMPOS, 536",Centro,Registro,18,310,-20.8179584,-49.3881123,78,2025-04-17 12:55:48
,FTY6B82,3727575,211731,AO FORNO LEONARDOS PIZZARIA LTDA,Nenhum,"Rua PROFESSORA NINA STOCCO, 845",Jardim Catanduva,São Paulo,5,100,-21.13778,-48.97278,78,2025-04-17 12:55:48
,FTY6B82,3728165,178046,MERCADO TRIPOLY EIRELI,Nenhum,"Avenida PAVÃO, 61",RECANTO DO PARAISO,São Paulo,40,800,-21.01639,-48.77361,78,2025-04-17 12:55:48
,FTY6B82,3728335,203927,MERCADO RECANTO DO PARAISO LTDA,Nenhum,"Avenida PAVAO, 19",RECANTO PARAISO,São Paulo,11,220,-21.01639,-48.77361,78,2025-04-17 12:55:48
,FTY6B82,3728166,192932,COMPREMAIS COMERCIO ALIMENTICIO EIRELI,Nenhum,"Rua FIRMINOPOLIS, 223",Jardim Vista Alegre,São Paulo,23,460,-21.17056,-48.62917,78,2025-04-17 12:55:48
,FTY6B82,3728198,204820,MARCIA RIBEIRO DE LUCENA,Nenhum,"Rua FIRMINOPOLIS, 601",Jardim Vista Alegre,São Paulo,5,96,-21.17056,-48.62917,78,2025-04-17 12:55:48
,FTY6B82,3727953,195370,RESTAURANTE COZINHA DO SUL LTDA,Nenhum,"Rua LIBERO BADARO, 480",Centro,São Paulo,5,95,-21.2639265,-48.5110736,78,2025-04-17 12:55:48
,FTY6B82,3728336,12194,INTEGRAL ALIMENTAÇÃO COM.E SERVIÇOS LTDA,Nenhum,"Avenida JOSE ALVES DE MIRA, 185",Vila Clarice,São Paulo,2,40,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728142,731,CASA DE CARNES FARACO LTDA,Nenhum,"Avenida Do Vaticano, 39",Jd João XXIII,São Paulo,3,55,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727629,214919,MAR CRISTAL PAES E DOCES LTDA,Nenhum,"Rua CACHOEIRA DOURADA, 130",Jardim Maria Estela,São Paulo,4,72,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728324,13698,PEDRO CARDOSO DA GAMA FILHO - ME,Nenhum,"Rua Aparecida do Taboado, 208",Jardim Paulistano,São Paulo,4,80,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727855,11006,CASA SANTA GEMMA SUPERMECADO LTDA.,Nenhum,"Avenida Onze de Junho, 744",Vila Clementino,São Paulo,4,80,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728329,193123,4 IRMÃOS COMERCIO LTDA - ME,Nenhum,"Rua DOUTOR CLEMENTINO, 51",Belenzinho,São Paulo,4,80,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727794,194975,ROSARIO D AGOSTINO - ME,Nenhum,"Rua DOUTOR JOSE HIGINO, 111",VILA ORATORIO,São Paulo,4,80,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728069,204996,AVICOLA LI LTDA,Nenhum,"Avenida SOUZA BANDEIRA, 644",Vila Nhocune,São Paulo,5,95,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728112,208817,RM HORTIFRUTI LTDA,Nenhum,"Rua DEPUTADO GOUVEIA FRANCO, 3",Parque Mandaqui,São Paulo,5,100,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728417,209450,LCB COMERCIO DE PRODUTOS ALIMENTICIOS LT,Nenhum,"Rua TITO OLIANI, 1010",SAO JOAO CLIMARO,São Paulo,5,100,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727824,8952,ANTONIO DANTAS NETO - AVÍCOLA E MERC.ME,Nenhum,"Rua Luciano Silva, 344",Vila das Belezas,São Paulo,5,100,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728293,11011,NOVO CRAVO MINI MERCADO EIRELI,Nenhum,"Rua ARARITAGUABA, 35",Vila Maria Alta,São Paulo,5,100,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728042,213433,SUPERMERCADO LOPES & LUMA LTDA,Nenhum,"Rua PIERRE LAFAGE, 348",Vila Jaguara,São Paulo,5,100,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728414,13941,SUPERMERCADO YAMAUCHI LTDA,Yamauchi,"Rua DAS HERAS, 470",Vila Lucia,São Paulo,6,115,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727879,191974,MERCATANDA COM.DE ALIM.LTDA - ME,Nenhum,"Rua FRANCISCO GASPAR, 423",JARDIM RUSSO,São Paulo,6,120,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728296,9412,S & M BRANCO CASA DE CARNES LTDA,Nenhum,"Avenida ANACE, 710",Jardim Umarizal,São Paulo,6,120,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728102,10245,AÇOUGUE E CASA DE FRIOS SUZANO LTDA - ME,Nenhum,"Avenida INACIO CUNHA LEME, 301",Jardim Suzana,São Paulo,6,120,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727776,200664,BABY BEEF ANGUS COM.DE ALIMENTOS EIRELI,Nenhum,"Avenida MAJ.SYLVIO DE MAGALHAES PADILHA, 16741",JARDIM MORUMBI,São Paulo,6,126,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728343,205142,MERCADAO DE CARNES GLADIADOR LTDA,Nenhum,"Estrada CORONEL JOSE GLADIADOR, 605",Parque Anhanguera,São Paulo,7,135,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727857,204870,SUPERMERCADO SUPER MAIS LTDA,Nenhum,"Rua PIEMONTESES, DOS, 108",Jardim do Lago,São Paulo,7,140,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728170,196294,AÇOUGUE CARNE NA BRASA LTDA,Nenhum,"Avenida SAO LUCAS, 225",PARQUE SAO LUCAS,São Paulo,7,140,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728374,203588,5M COM.ATACADISTA E VAREJ ALIM.LTDA,Pedreira,"Estrada IGUATEMI, 3000",CONJ HABITACIONAL STª ETELVINA,São Paulo,7,140,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728117,13385,FÁBIO DO CARMO DA SILVA MERCADINHO -ME,Nenhum,"Rua Dominiciano Ribeiro, 32",Cidade Líder,São Paulo,7,140,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728404,8301,DIAS PASTORINHO S/A COMÉRCIO E INDÚSTRIA,Dias Pastorinho,"Avenida RAIMUNDO PEREIRA DE MAGALHAES, 1600",JD.IRIS,São Paulo,7,140,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727767,4453,CASA CARNES FLOR DO JD. HERCILIA LTDA ME,Nenhum,"Avenida Eng.Soares de Camargo, 349",Jardim Hercilia,São Paulo,8,160,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728338,186283,ATACADO E AUTO SERVIÇO ESPERANÇA LTDA,Rede Esperança,"Avenida SAPOPEMBA, 13309",Jardim Adutora,São Paulo,8,160,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728022,204246,NORONHA OFICINA DE CARNES LTDA,Nenhum,"Avenida ALBERTO BYINGTON, 706",Vila Maria Alta,São Paulo,8,160,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727693,215079,58.472.413 JOSE MARTINS DOS REIS FILHO,Nenhum,"Rua PARAPUA, 820",Itaberaba,São Paulo,8,160,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728349,213478,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,"Avenida ORATORIO, DO, 5179",Jardim  Angela,São Paulo,8,160,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728290,209976,REDE COMPREMAIS SUPERMERCADO LTDA,Nenhum,"Rua OTELO ZELONI, 32",PARQUE BELEM,São Paulo,8,160,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728192,10021,SUPERMERCADO E PADARIA VERSONI LTDA- EPP,Nenhum,"Rua Clara Nunes, 619",Jd.Elisa Maria,São Paulo,8,160,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727846,9880,MERCEARIA PARAGUASSU LTDA ME,Nenhum,"Rua Douradoquara, 221",Jardim Imperador,São Paulo,10,175,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727638,214352,TOBEMAR COMERCIO DE ALIMENTOS LTDA,Nenhum,"Estrada CAMPO LIMPO, DO, 6433",Pirajussara,São Paulo,10,200,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727878,13689,CSP SATO SUPERMERCADO LTDA,Nenhum,"Avenida Raimundo Pereira de Magalhaes, 2541",Jardim Iris,São Paulo,12,240,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727842,202698,PEG PESE SUPERM. IMP. E EXP. LTDA,Peg Pese,"Estrada CAMPO LIMPO, DO, 2482",Vila Prel,São Paulo,12,240,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727849,6678,BAR E LANCHES TRIUNFO LTDA,Nenhum,"Avenida Itaquera, 2226",V.S.Maria,São Paulo,15,300,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728357,205798,M.A MENDES MERCADO LTDA,Nenhum,"Rua RUDOLF LUTZE, 227",PARAISOPOLIS,São Paulo,15,300,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728361,189768,5M COM.ATAC.E VAREJISTA DE ALIMENTOS LTD,Pedreira,"Rua BENEDITO JACINTO MENDES, 77",Jardim Grimaldi,São Paulo,16,320,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728236,205749,"CASA DE CARNES, ROTISSERIA E TRANSPORTES",Nenhum,"Rua PASQUALE GALUPI, 1396",PARAISOPOLIS,São Paulo,17,340,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727840,185575,PEG PESE SUP. IMPORTAÇÃO E EXP LTDA,Peg Pese,"Avenida CARLOS CALDEIRA FILHO, 1555",CIDADE AUXILIADORA,São Paulo,18,360,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728173,196887,CASA DE CARNES SOUZA AGUIAR LTDA,Nenhum,"Rua OLAVO EGIDIO DE SOUZA ARANHA, 1398",Parque Cisper,São Paulo,20,380,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728363,192536,PUBLIC COMERCIO ATACADISTA E VAREJISTA D,Pedreira,"Estrada DO M BOI MIRIM, 3592",Jardim Coimbra,São Paulo,20,400,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727766,202030,BELLA FIT FOOD EIRELI,Nenhum,"Rua LUCILA DA ROCHA, 30",CASA VERDE MEDIA,São Paulo,25,500,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3726922,560,DOMINGUES E SCARASSATI LATIC.LTDA - ME,Nenhum,"Avenida Satelite, 559 A",Cidade Satelite (São Mateus),São Paulo,28,504,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727866,213192,SUPERMERCADOS MAMBO LTDA.,Mambo,"Rua MARTIM FRANCISCO, 753",Vila Buarque,São Paulo,31,605,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728289,202251,COMPREMAIS COM.ALIMENTICIO EIRELI,Nenhum,"Avenida DEP CANTIDIO SAMPAIO, 4306",JD DAMASCENO,São Paulo,33,660,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728272,194781,SUPERMERCADO TRIALBA LTDA,Negreiros,"Avenida VEREADOR ABEL FERREIRA, 2022",Chacara Mafalda,São Paulo,35,700,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727907,12680,SUPERMERCADOS MAMBO LTDA,Mambo,"Avenida VEREADOR JOSÉ DINIZ, 2329",Brooklin Paulista,São Paulo,38,745,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728366,201409,PUBLIC COM ATACADISTA E VAREJISTA DE ALI,Pedreira,"Avenida ASSEMBLEIA, 16",Jardim Miriam,São Paulo,45,900,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728240,2751,CASAS NEGREIRO LTDA,Negreiros,"Avenida NAGIB FARAH MALUF, 100",Conj.Jose Bonifacio/Cohab II,São Paulo,55,1095,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728263,197047,SUPERMERCADO TRIALBA LTDA,Negreiros,"Avenida ARQUITETO VILANOVA ARTIGAS, 132",CONJ HABIT. TEOTONIO VILELA,São Paulo,87,1730,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728241,14263,CASAS NEGREIRO LTDA,Negreiros,"Avenida RAGUEB CHOHFI, 7001",JARDIM TRES MARIAS,São Paulo,143,2855,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727922,11367,TRIMAIS SUPERMERCADOS S/A,Bergamais,"Avenida DR. FRANCISCO RANIERI, 834",Lauzane Pta.,São Paulo,251,4845,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3727896,934,SUPERMERCADO BERGAMINI LTDA,Bergamini,"Avenida ROLAND GARROS, 1765",Jd.Brasil,São Paulo,259,5115,-22.0,-49.0,78,2025-04-17 12:55:48
,FTY6B82,3728371,212151,EMILIO JOSE DOS PASSOS,Nenhum,"Rua PASSARO PRETO, 759",VILA PAULISTANIA,São Paulo,5,100,-22.57833,-49.40278,78,2025-04-17 12:55:48
,FTY6B82,3728101,180208,JEFFERSON ALVES BARROS - ME,Nenhum,"Avenida Dos Latinos, 1264",Jd. Santa Terezinha,São Paulo,13,260,-23.36667,-49.16667,78,2025-04-17 12:55:48
,FTY6B82,3727912,205512,KMD COMERCIO DE CARNES EM GERAL LTDA,Nenhum,"Rua JOSE VIEIRA GUIMARAES, 130",JARDIM SANTA TERESINHA,São Paulo,5,92,-23.36667,-49.16667,78,2025-04-17 12:55:48
,FTY6B82,3728397,10392,A.R.MULT CARNES COM.CARNES E DERIVADOS L,Nenhum,"Avenida Sapopemba, 1304",Vila Leme,São Paulo,5,100,-23.38083,-48.73085,78,2025-04-17 12:55:48
,FTY6B82,3728435,155400,RESTAURANTE E CHOPERIA TCHE GAUCHO LTDA ,Nenhum,"Avenida GUARAPIRANGA, 2844",Parque Guarapiranga,São Paulo,3,60,-21.97556,-48.25028,78,2025-04-17 12:55:48
,FTY6B82,3728418,1840,CASA DE CARNES MARIA CIDA LTDA,Maria Cida,"Avenida AUGUSTO BARBOSA TAVARES, 482",Jd. Maria Sampaio,São Paulo,10,200,-21.26667,-47.88333,78,2025-04-17 12:55:48
,FTY6B82,3728334,204209,COMERCIAL BENZ EIRELI,Nenhum,"Rua JOSE MANOEL DE ALMEIDA, 669",Jd. Europa,Vargem Grande Paulista,8,160,-21.83222,-46.89361,78,2025-04-17 12:55:48
,FTY6B82,3727847,7318,P MORENO CHERUBIM,Nenhum,"Rua ANTENOR NAVARRO, 114",Jardim Brasil,São Paulo,11,215,-22.19278,-46.74667,78,2025-04-17 12:55:48
,FTY6B82,3726821,201828,MANDA BRASA EVENTOS E REST.LTDA,Nenhum,"Avenida ALCIDES SANGIRARDI, 280",Cidade Jardim,São Paulo,6,120,-22.19278,-46.74667,78,2025-04-17 12:55:48
,FTY6B82,3727738,207501,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,"Rua CYNIRA MARQUES CEZAR, 100",SAO JUDAS TADEU,Santo Antônio de Posse,30,580,-22.6073243,-46.9072778,78,2025-04-17 12:55:48
,FTY6B82,3727724,207498,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,"Rua THOMAZ JASSO, 480",JD.DONA IRMA,Jaguariúna,32,625,-22.70556,-46.98583,78,2025-04-17 12:55:48
,FTY6B82,3727870,207499,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,"Avenida RINALDI, 1100",RES.CORACAO DE JESUS,Jaguariúna,30,585,-22.70556,-46.98583,78,2025-04-17 12:55:48
,FTY6B82,3728059,205453,M.P. CASA DE CARNES LTDA,Nenhum,"Avenida RINALDI, 549",JD SYLVIO RINALDI I,Jaguariúna,10,171,-22.70556,-46.98583,78,2025-04-17 12:55:48
,FTY6B82,3727051,191577,COVABRA SUPERMERCADOS LTDA,Covabra,"Rua DR. IVAN MAYA DE VASCONCELOS, 239",Centro,Pedreira,18,345,-22.74194,-46.90139,78,2025-04-17 12:55:48
,FTY6B82,3727774,5879,AVÍCOLA SILVA E DIAS LTDA ME,Nenhum,"Rua PROF. OTAVIO ROCHA, 151",Jardim Triunfo,Pedreira,3,58,-22.74194,-46.90139,78,2025-04-17 12:55:48
,FTY6B82,3727730,207500,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,"Rua DR.ARTHUR MOREIRA DE ALMEIDA, 384",VILA SAO JOSE,Pedreira,30,580,-22.7476542,-46.8985023,78,2025-04-17 12:55:48
,FTY6B82,3727882,204885,MIX VALI COM. DE PRODUTOS ALIMENTICIOS L,ASP,"Rua IOLANDA LATORRE CASCALDI, 40",LOTEAMENTO PARQUE DOS CANARIOS,Itatiba,40,780,-23.00583,-46.83889,78,2025-04-17 12:55:48
,FTY6B82,3727811,215106,LGN DISTRIBUIDORA LTDA,Nenhum,"Avenida ANTONIO STECK, 129",SAGRADO CORACAO DE JESUS,Louveira,4,80,-23.08639,-46.95056,78,2025-04-17 12:55:48
,FTY6B82,3728314,203456,MERCADO DONA HELENA LTDA,Nenhum,"Rua ANGELO STECK, 41",VILA NOVA,Louveira,5,100,-23.0869505,-46.9515972,78,2025-04-17 12:55:48
,FTY6B82,3727926,190401,MIKAMI & ZENJI MERCEARIA LTDA,Nenhum,"Estrada Da Boiada, 730",Marambaia,Vinhedo,15,276,-23.0363831,-46.9865407,78,2025-04-17 12:55:48
,FTY6B82,3727725,202007,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,"Estrada MUNICIPAL DA CAPELA, S/N",VISTA ALEGRE,Vinhedo,38,740,-23.02972,-46.97528,78,2025-04-17 12:55:48
,FTY6B82,3728302,197060,INFANGER & CIA LTDA,Infanger,"Rua SANTA CRUZ (JD.SANTA ROSA), 500",SANTA ROSA,Vinhedo,26,520,-23.02972,-46.97528,78,2025-04-17 12:55:48
,FTY6B82,3728018,177924,INFANGER & CIA LTDA,Infanger,"Avenida ARNALDO BIAGIOLLI, 151",Pinheirinho,Vinhedo,21,410,-23.02972,-46.97528,78,2025-04-17 12:55:48
,FTY6B82,3727643,184448,RESTAURANTE VIA BRASIL LTDA EPP,Nenhum,"Avenida Benedito Storani, 762",Residencial Aquario,Vinhedo,4,80,-23.02972,-46.97528,78,2025-04-17 12:55:48
,FTY6B82,3727964,195274,MIX VALI COM.PRODUTOS ALIMENTICIOS LTDA,ASP,"Avenida ROSA BELMIRO RAMOS, 92",Ortizes,Valinhos,65,1300,-22.9780597,-46.9888118,78,2025-04-17 12:55:48
,FTY6B82,3727960,212074,IRMAOS BOA LTDA,Irmãos Boa,"Rua TREZE DE MAIO, 1050",Vila Olivo,Valinhos,6,115,-22.9736086,-46.9928558,78,2025-04-17 12:55:48
,FTY6B82,3728125,214191,MIX VALI COMERCIO DE PRODUTOS ALIMENTICI,ASP,"Rua JOSE CARLOS FERRARI, 79",Residencial Santa Maria,Valinhos,23,460,-22.9428235,-46.9990431,78,2025-04-17 12:55:48
,FTY6B82,3728183,200062,MULTISERV - MINIMERCADO E AÇOUGUE LTDA,Nenhum,"Avenida DR ARLINDO JOAQUIM DE LEMOS, 1421",VL LEMOS,Campinas,15,300,-22.90556,-47.06083,78,2025-04-17 12:55:48
,FTY6B82,3727717,190371,RIO DAS PEDRAS COM. DE HORTIFRUTIGRANJEI,Nenhum,"Rua DOUTOR ALBERTO GALLO, 226",CIDADE UNIVERSITARIA II,Campinas,8,160,-22.90556,-47.06083,78,2025-04-17 12:55:48
,FTY6B82,3728304,202147,ANTONIA ELENITE FCO.ARRUA 29398167867,Nenhum,"Avenida JOHN BOYD DUNLOP, 4833",Cidade Satelite Iris,Campinas,5,100,-22.9361574,-47.1402625,78,2025-04-17 12:55:48
,FTY6B82,3727833,201521,RESTAURANTE INDUSTRIAL E.W.EIRELI,Nenhum,"Rua FRANCISCO PENGA, 80",PQ.DAS INDUSTRIAS (NOVA VENEZA,Sumaré,3,60,-22.80611,-47.21889,78,2025-04-17 12:55:48
,FTY6B82,3727809,209730,FAZENDA SHOW RESTAURANTE LTDA,Divino Fogão,"Avenida nacoes unidas, 13947",Vila Cordeiro,São Paulo,5,100,-22.48194,-47.45667,78,2025-04-17 12:55:48
,FTY6B82,3727859,212533,EXAMINE SUPERMERCADOS LTDA,Examine,"Rua VEREADOR GUMERCINDO FERNANDES PEREIRA, 1030",JARDIM PARQUE INDUSTRIAL,Santa Gertrudes,28,555,-22.4471493,-47.5445269,78,2025-04-17 12:55:48
,FTY6B82,3727884,203867,EXAMINE SUPERMERCADOS LTDA,Examine,"Avenida 68, 356",JD CIDADE AZUL,Rio Claro,71,1395,-22.41139,-47.56139,78,2025-04-17 12:55:48
,FTY6B82,3728075,209490,DISTRIBUIÇÃO UNION SA,Coopideal,"Rua CORCOVADO, 70",Santa Terezinha,Piracicaba,102,2000,-22.6723741,-47.693457,78,2025-04-17 12:55:48
,FTY6B82,3727745,211896,CCB RESTAURANTE LTDA,Divino Fogão,"Avenida LIMEIRA, 722",VILA AREAO,Piracicaba,5,100,-22.72528,-47.64917,78,2025-04-17 12:55:48
,FTY6B82,3727726,13493,SALVADOR ORTEGA OHIA E OUTROS.,Venda de Farinha e Oleo,"Rodovia Marechal Rondom, s/n",Barra Funda,Tietê,20,15000,-23.10194,-47.71472,78,2025-04-17 12:55:48
,FTY6B82,3727734,4768,FÁBRICA DE RAÇÕES FLAMBOIÃ LTDA EPP,Flamboiã,"Rodovia Marechal Rondon -  Km.159, s/nº",Barra Funda,Tietê,20,15000,-23.10194,-47.71472,78,2025-04-17 12:55:48
,FTY6B82,3728082,209496,DISTRIBUIÇÃO UNION SA,Coopideal,"Rua DOUTOR CAMPOS, 1285",NOSSA SENHORA DE LOURDES,Cerquilho,55,1080,-23.1543214,-47.7407472,78,2025-04-17 12:55:48
,FTY6B82,3728109,201881,SURANA APª RODRIGUES DE CAMPOS 396625258,Nenhum,"Rua JOAO DE CAMARGO, 352",PQ RES NOVO MUNDO,Boituva,20,390,-23.28333,-47.67222,78,2025-04-17 12:55:48
,FTY6B82,3727832,194917,CASA DE CARNES IRMÃOS RUSCONI LTDA,Nenhum,"Rua AMARO J ANDRADE, 428",JD.MARIA PAULINA,Boituva,9,180,-23.28333,-47.67222,78,2025-04-17 12:55:48
,FTY6B82,3727754,209632,BRASEIRO DO SUL SHOPPING LTDA,Nenhum,"Rua BARAO DE TEFE, 79",Agua Branca,São Paulo,5,100,-23.2476,-47.63168,78,2025-04-17 12:55:48
,FTY6B82,3727901,193347,SAMPAIO & SAMPAIO LTDA - ME,Nenhum,"Rua CARLOS GOMES, 73",VILA ANGELICA,Porto Feliz,10,200,-23.2172595,-47.5187883,78,2025-04-17 12:55:48
,FTY6B82,3727789,193346,AÇOUGUE DO BALEIA - LTDA,Nenhum,"Avenida MONSENHOR SECKLER, 547",Vila Alcala,Porto Feliz,5,100,-23.212394,-47.5151118,78,2025-04-17 12:55:48
,FTY6B82,3727821,8670,ASSOCIAÇÃO EDUCAÇÃO HOMEM AMANHÃ  SALTO,Nenhum,"Rua WINSTON CHURCHIL, 416",Parque Bela Vista,Salto,8,160,-23.20083,-47.28694,78,2025-04-17 12:55:48
,FTY6B82,3728071,209491,DISTRIBUIÇÃO UNION SA,Coopideal,"Rua ANTONIO ANGELINO ROSSI, 781",Jardim Morada do Sol,Indaiatuba,108,2145,-23.1255744,-47.2383474,78,2025-04-17 12:55:48
,FTY6B82,3728443,214589,KALIMERA COMERCIO DE HORTIFRUTI LTDA,Monte Serrat,"Avenida PRESIDENTE VARGAS, 671",VILA VITORIA II,Indaiatuba,8,150,-23.08842,-47.2119,78,2025-04-17 12:55:48
,FTY6B82,3727997,202957,AÇOUGUE NOVA VIDA INDAIA LTDA,Nenhum,"Rua SERAPHIN GILBERTO CANDELLO, 1519",JD SAO CONRADO,Indaiatuba,8,155,-23.08842,-47.2119,78,2025-04-17 12:55:48
,FTY6B82,3728436,189093,SUPERMERCADO E RESTAURANTE JVA EIRELI,Monte Serrat,"Rua VICENTE TONOLLI, 114",Monte Serrat,Itupeva,4,80,-23.15306,-47.05778,78,2025-04-17 12:55:48
